Intern_ID,Completion_Time,Feedback_Rating,Attendance,Performance_Score
INT3278,4.41,2.76,87.3,81.72
INT3279,2.5,2.49,50.22,75.13
INT3280,5.36,3.42,77.03,70.49
INT3281,3.51,5.0,62.47,76.09
INT3282,1.63,1.8,66.61,62.02
INT3283,6.41,2.48,61.48,70.45
INT3284,5.85,1.0,62.03,45.3
INT3285,4.05,3.03,95.08,72.13
INT3286,1.0,4.63,79.03,100.0
INT3287,3.08,4.32,56.16,82.38
INT3288,6.16,1.62,73.37,50.82
INT3289,6.86,2.97,72.58,49.14
INT3290,2.13,1.74,0.0,62.18
INT3291,1.87,4.73,93.17,91.41
INT3292,6.39,1.0,28.12,38.83
INT3293,3.26,2.2,78.55,78.06
INT3294,4.55,1.0,92.19,50.97
INT3295,6.61,1.3,96.03,57.13
INT3296,1.17,3.48,74.29,68.72
INT3297,5.05,4.0,81.98,80.99
INT3298,1.33,3.71,26.49,78.46
INT3299,2.89,4.0,6.01,66.49
INT3300,,2.17,63.94,37.12
INT3301,3.89,3.87,54.67,60.7
INT3302,7.0,2.65,63.98,32.88
INT3303,4.26,4.75,66.06,62.42
INT3304,3.33,5.0,59.18,97.17
INT3305,2.23,1.46,83.43,83.37
INT3306,3.31,1.54,71.3,77.61
INT3307,3.65,2.96,99.4,84.44
INT3308,1.75,5.0,57.66,92.48
INT3309,3.23,4.0,36.81,91.72
INT3310,3.97,2.05,82.35,69.49
INT3311,5.25,1.0,52.78,51.11
INT3312,5.09,4.44,85.85,60.24
INT3313,5.01,1.0,54.99,45.0
INT3314,1.0,5.0,5.19,83.96
INT3315,2.02,1.0,57.98,67.76
INT3316,,1.0,62.73,52.07
INT3317,3.99,1.0,84.16,56.78
INT3318,1.39,2.72,1.4,79.83
INT3319,5.36,5.0,77.77,75.53
INT3320,5.34,4.87,30.11,63.83
INT3321,4.25,,54.9,75.76
INT3322,1.57,1.0,70.51,73.21
INT3323,5.27,2.29,57.27,52.48
INT3324,4.06,,,62.14
INT3325,,1.64,56.48,60.03
INT3326,5.83,1.0,59.53,42.16
INT3327,5.36,3.77,90.88,66.63
INT3328,3.96,2.98,83.01,59.56
INT3329,2.0,1.0,61.55,73.7
INT3330,4.66,5.0,70.91,80.05
INT3331,4.46,2.53,69.81,51.5
INT3332,5.49,2.04,84.51,57.38
INT3333,2.47,1.04,87.0,84.3
INT3334,1.96,5.0,75.51,86.55
INT3335,6.33,2.47,98.46,63.97
INT3336,5.4,,97.78,72.33
INT3337,6.85,4.23,70.62,68.0
INT3338,5.12,3.04,91.03,61.15
INT3339,4.65,4.17,77.16,60.82
INT3340,5.27,1.43,75.59,53.01
INT3341,6.82,5.0,52.75,59.77
INT3342,,1.8,3.59,48.85
INT3343,4.67,3.83,61.09,57.74
INT3344,1.85,3.52,,88.44
INT3345,3.69,4.06,2.26,73.49
INT3346,5.4,2.55,58.0,56.55
INT3347,2.87,3.96,67.92,69.93
INT3348,2.53,3.39,61.66,62.18
INT3349,2.8,2.52,65.8,66.61
INT3350,2.67,,78.98,77.42
INT3351,2.71,3.6,68.24,87.08
INT3352,3.97,1.84,,62.16
INT3353,6.65,2.47,71.93,70.77
INT3354,4.18,4.38,64.33,65.6
INT3355,2.16,2.68,54.77,54.82
INT3356,1.14,5.0,71.29,98.69
INT3357,4.8,1.94,50.57,31.31
INT3358,3.29,3.99,6.03,84.46
INT3359,5.59,5.0,91.34,78.59
INT3360,5.04,1.99,99.84,57.18
INT3361,5.93,1.03,86.36,50.73
INT3362,2.66,1.0,21.53,67.07
INT3363,4.69,1.42,26.7,52.4
INT3364,2.14,1.0,62.2,80.91
INT3365,6.24,2.07,90.43,53.44
INT3366,,3.28,41.24,64.49
INT3367,3.44,3.26,23.22,51.18
INT3368,2.46,5.0,50.72,83.14
INT3369,1.94,,51.04,82.61
INT3370,4.72,4.51,80.6,58.7
INT3371,2.45,5.0,51.09,84.02
INT3372,4.72,,99.68,65.06
INT3373,2.27,1.87,59.17,53.03
INT3374,5.39,4.28,49.07,68.07
INT3375,6.19,1.83,57.75,48.76
INT3376,5.4,2.27,77.0,67.13
INT3377,5.56,4.4,54.03,73.23
INT3378,2.09,5.0,54.86,97.84
INT3379,1.38,4.34,79.25,89.77
INT3380,5.51,4.86,54.31,62.56
INT3381,2.82,1.14,3.91,57.05
INT3382,3.51,2.44,45.18,53.47
INT3383,1.12,4.73,5.13,93.05
INT3384,2.53,1.73,95.83,81.8
INT3385,1.56,1.0,0.0,86.4
INT3386,6.0,2.03,53.89,39.66
INT3387,2.06,2.43,28.69,77.3
INT3388,4.46,1.8,99.39,63.54
INT3389,1.0,5.0,1.84,82.27
INT3390,4.57,1.0,61.91,47.01
INT3391,2.87,,88.48,61.66
INT3392,6.11,3.92,0.14,47.37
INT3393,6.19,3.52,86.36,50.69
INT3394,2.71,4.36,,90.1
INT3395,6.0,2.82,89.21,40.06
INT3396,7.0,1.51,63.7,39.75
INT3397,5.48,2.99,70.08,62.16
INT3398,6.54,,70.66,52.84
INT3399,2.33,1.0,74.56,51.95
INT3400,4.66,,58.37,44.11
INT3401,1.71,2.95,72.62,98.06
INT3402,1.35,1.64,75.54,84.51
INT3403,7.0,3.26,76.59,46.1
INT3404,3.29,3.68,91.0,75.46
INT3405,5.23,1.87,75.87,49.79
INT3406,6.33,1.0,61.54,48.73
INT3407,5.67,4.4,56.29,60.99
INT3408,,5.0,89.87,77.03
INT3409,2.73,1.8,65.97,64.31
INT3410,1.0,5.0,0.65,100.0
INT3411,3.67,2.29,57.35,53.55
INT3412,2.14,2.66,67.1,66.43
INT3413,1.59,1.0,7.63,66.7
INT3414,3.13,1.0,95.57,58.97
INT3415,6.17,4.47,78.77,72.82
INT3416,4.31,1.84,85.12,65.18
INT3417,2.6,1.8,92.7,61.55
INT3418,4.94,,97.93,93.06
INT3419,2.54,5.0,46.72,89.95
INT3420,1.05,5.0,4.27,93.42
INT3421,5.66,2.73,70.78,77.54
INT3422,4.66,1.8,53.6,42.99
INT3423,5.59,,71.14,76.32
INT3424,1.68,3.56,6.27,93.6
INT3425,6.02,3.48,90.24,74.53
INT3426,4.47,2.19,94.62,86.04
INT3427,4.64,2.19,52.57,54.03
INT3428,4.59,3.9,76.36,74.99
INT3429,6.51,1.85,55.37,41.96
INT3430,4.08,3.91,60.04,56.0
INT3431,4.32,1.8,60.47,51.9
INT3432,,2.74,45.98,73.8
INT3433,5.13,1.0,87.93,59.87
INT3434,3.81,2.08,53.22,64.19
INT3435,5.13,1.57,70.84,57.57
INT3436,3.71,5.0,83.71,95.41
INT3437,2.39,2.14,56.67,62.3
INT3438,4.38,3.11,66.29,78.02
INT3439,6.79,2.42,53.23,64.12
INT3440,6.69,3.54,82.57,53.56
INT3441,3.35,4.11,98.54,76.19
INT3442,4.31,5.0,0.0,81.67
INT3443,1.94,5.0,98.73,95.89
INT3444,7.0,3.02,92.28,70.99
INT3445,6.78,3.51,92.76,48.12
INT3446,4.86,5.0,78.86,82.62
INT3447,6.25,2.35,75.91,50.67
INT3448,5.15,4.1,70.31,63.03
INT3449,,3.33,90.9,85.44
INT3450,1.18,1.55,59.1,68.51
INT3451,3.32,3.94,52.81,77.44
INT3452,5.0,3.18,97.39,76.41
INT3453,5.17,4.0,50.19,67.88
INT3454,3.15,1.0,73.09,68.73
INT3455,6.54,3.48,86.44,51.17
INT3456,2.32,4.0,66.42,85.21
INT3457,3.53,1.8,84.89,47.37
INT3458,4.95,1.0,90.89,54.59
INT3459,5.49,4.0,62.27,73.46
INT3460,5.31,1.92,88.54,54.69
INT3461,2.56,2.9,90.22,95.27
INT3462,2.33,1.53,,62.07
INT3463,4.52,3.24,52.1,54.73
INT3464,4.32,3.01,4.47,69.35
INT3465,2.43,1.63,60.03,79.37
INT3466,5.63,4.92,53.26,54.69
INT3467,3.45,,61.64,71.1
INT3468,4.57,4.17,2.74,70.69
INT3469,5.61,3.54,94.22,51.67
INT3470,1.78,2.57,62.61,72.29
INT3471,1.37,1.8,0.0,65.29
INT3472,5.68,,81.95,68.49
INT3473,4.62,2.8,93.87,64.67
INT3474,5.28,1.34,76.23,51.47
INT3475,6.42,,68.68,49.53
INT3476,5.41,1.0,93.35,47.9
INT3477,6.96,1.0,65.51,31.41
INT3478,4.65,2.74,53.97,66.02
INT3479,3.64,1.72,72.25,63.17
INT3480,3.75,2.46,89.25,93.49
INT3481,2.12,2.78,51.54,80.25
INT3482,3.95,1.0,79.29,42.29
INT3483,2.39,2.47,54.51,75.46
INT3484,6.64,1.8,65.05,41.97
INT3485,4.5,4.92,25.43,71.18
INT3486,4.59,5.0,63.94,80.93
INT3487,2.86,2.92,43.64,75.53
INT3488,1.49,3.53,67.85,84.25
INT3489,1.0,1.0,6.79,73.36
INT3490,3.43,4.35,82.09,67.72
INT3491,1.38,,87.95,93.12
INT3492,4.81,1.0,91.0,60.35
INT3493,5.88,2.86,96.15,49.38
INT3494,6.01,2.58,71.55,50.64
INT3495,4.65,2.85,99.23,74.81
INT3496,1.88,3.3,5.12,66.79
INT3497,5.89,3.71,3.54,81.24
INT3498,6.43,2.18,76.7,36.22
INT3499,2.41,1.0,69.06,75.56
INT3500,5.58,4.64,48.31,63.68
INT3501,2.7,1.7,89.2,69.87
INT3502,5.37,4.43,96.51,72.57
INT3503,7.0,2.46,56.82,44.68
INT3504,1.0,1.0,0.0,67.66
INT3505,6.55,1.0,53.36,37.98
INT3506,5.15,4.52,,75.67
INT3507,7.0,4.01,72.45,62.66
INT3508,,3.19,45.13,85.3
INT3509,5.9,2.13,78.07,51.53
INT3510,,2.37,68.35,79.25
INT3511,3.12,1.0,52.22,63.59
INT3512,1.51,5.0,68.46,92.26
INT3513,7.0,2.99,74.95,62.46
INT3514,5.41,1.92,33.08,63.96
INT3515,6.44,1.0,0.24,30.08
INT3516,6.87,2.2,41.4,57.78
INT3517,1.15,2.67,79.3,83.87
INT3518,,4.0,62.0,82.53
INT3519,1.57,1.03,79.37,69.18
INT3520,2.26,2.88,43.01,76.94
INT3521,2.0,,2.23,73.62
INT3522,3.4,1.0,60.7,59.56
INT3523,2.89,1.0,67.8,65.14
INT3524,1.27,5.0,25.12,89.38
INT3525,1.67,3.03,,74.48
INT3526,2.21,3.45,51.97,93.43
INT3527,6.95,5.0,79.41,68.49
INT3528,5.66,1.93,71.29,52.87
INT3529,6.79,2.99,66.32,50.95
INT3530,3.71,2.13,82.05,56.8
INT3531,2.77,5.0,50.1,88.19
INT3532,6.26,3.42,98.4,60.67
INT3533,2.68,3.37,32.76,67.29
INT3534,2.51,3.01,95.85,69.32
INT3535,1.96,2.64,22.18,65.85
INT3536,1.94,1.0,61.9,69.12
INT3537,2.59,3.3,,61.08
INT3538,2.74,3.2,75.08,88.47
INT3539,4.9,4.14,21.55,68.1
INT3540,1.06,3.82,81.98,73.91
INT3541,2.09,4.48,93.48,81.84
INT3542,6.3,5.0,60.73,72.76
INT3543,2.06,1.8,68.14,53.85
INT3544,2.57,,97.92,93.37
INT3545,5.94,1.0,94.68,51.5
INT3546,1.44,4.51,0.96,84.58
INT3547,1.71,2.33,78.67,85.42
INT3548,3.88,4.01,58.5,77.55
INT3549,3.3,5.0,60.69,92.55
INT3550,4.61,1.0,72.49,51.59
INT3551,5.84,1.39,92.37,53.39
INT3552,2.12,2.95,65.1,73.91
INT3553,4.68,4.0,68.59,78.07
INT3554,3.77,1.0,58.24,48.82
INT3555,1.89,4.0,60.46,85.87
INT3556,4.8,1.6,82.84,60.42
INT3557,2.59,1.0,,62.13
INT3558,3.61,2.04,61.56,72.68
INT3559,1.21,2.16,70.15,67.14
INT3560,3.54,1.06,46.24,65.97
INT3561,2.35,1.0,99.37,64.48
INT3562,6.35,4.03,92.68,61.34
INT3563,1.53,2.4,69.4,84.5
INT3564,3.7,4.82,95.7,79.02
INT3565,3.82,2.42,67.13,63.28
INT3566,5.54,3.52,83.4,60.43
INT3567,4.93,1.0,98.33,64.42
INT3568,4.89,1.82,,54.56
INT3569,5.87,3.81,83.99,83.85
INT3570,,4.2,64.8,68.45
INT3571,3.23,1.0,,58.88
INT3572,,1.0,78.71,43.77
INT3573,6.44,5.0,70.01,85.48
INT3574,6.45,3.91,72.66,49.4
INT3575,6.14,2.95,,66.08
INT3576,2.86,3.12,95.72,87.93
INT3577,2.12,2.06,62.69,67.37
INT3578,3.94,1.93,70.09,66.91
INT3579,5.21,2.87,82.17,77.73
INT3580,4.18,5.0,75.9,75.02
INT3581,3.67,2.41,54.8,45.81
INT3582,6.38,1.33,99.68,50.66
INT3583,2.85,1.0,63.62,66.02
INT3584,6.03,3.87,3.13,62.28
INT3585,3.56,3.78,80.91,64.03
INT3586,3.08,1.89,54.38,48.54
INT3587,3.3,4.58,74.77,84.58
INT3588,5.92,1.0,0.15,57.44
INT3589,1.86,1.84,94.83,65.25
INT3590,2.55,2.75,66.87,60.49
INT3591,7.0,1.0,6.61,39.9
INT3592,2.1,4.29,84.87,77.53
INT3593,4.82,3.68,67.0,78.6
INT3594,4.83,5.0,53.24,70.7
INT3595,4.4,3.63,75.27,61.49
INT3596,5.22,1.64,80.08,61.74
INT3597,2.7,3.02,,71.37
INT3598,4.29,2.77,54.78,45.95
INT3599,2.94,1.0,60.36,50.08
INT3600,5.38,4.56,38.89,82.49
INT3601,2.07,3.35,77.05,71.15
INT3602,4.21,1.8,64.69,54.04
INT3603,1.95,3.69,2.32,75.56
INT3604,2.86,2.77,93.47,76.48
INT3605,2.29,1.0,,47.89
INT3606,1.68,1.39,74.77,62.28
INT3607,5.59,4.11,97.64,60.84
INT3608,2.96,1.73,5.67,86.63
INT3609,6.39,2.71,85.86,44.38
INT3610,6.83,1.0,71.56,49.06
INT3611,4.7,4.03,51.0,61.92
INT3612,2.11,3.55,82.31,95.35
INT3613,2.92,3.1,56.86,65.77
INT3614,5.39,2.33,1.51,35.26
INT3615,3.29,1.0,48.91,75.4
INT3616,1.76,3.79,95.77,95.78
INT3617,3.99,1.24,60.25,46.1
INT3618,5.94,1.7,,50.75
INT3619,6.15,1.8,9.84,38.86
INT3620,2.49,,90.54,60.77
INT3621,4.99,1.93,91.23,63.49
INT3622,1.9,2.99,87.96,69.45
INT3623,2.07,3.38,43.03,82.76
INT3624,5.97,4.21,53.6,54.68
INT3625,2.24,2.62,67.47,69.82
INT3626,2.57,1.63,83.99,77.58
INT3627,1.08,1.0,3.88,80.85
INT3628,5.84,1.96,98.25,40.41
INT3629,6.15,4.37,39.79,77.56
INT3630,4.88,4.0,57.8,81.85
INT3631,5.6,1.0,76.96,42.91
INT3632,,1.8,57.53,54.3
INT3633,3.88,1.0,73.06,57.11
INT3634,3.54,2.64,77.24,82.05
INT3635,1.35,2.65,97.54,91.36
INT3636,3.66,4.0,68.33,81.48
INT3637,6.54,2.01,99.0,72.27
INT3638,1.25,3.6,3.76,83.98
INT3639,2.48,2.45,62.12,69.95
INT3640,2.45,3.55,22.4,82.26
INT3641,1.96,2.85,57.08,67.18
INT3642,6.64,1.0,72.65,52.46
INT3643,3.77,2.58,9.7,64.0
INT3644,3.99,1.23,48.87,72.0
INT3645,5.54,3.38,99.42,74.61
INT3646,2.41,2.45,83.51,85.38
INT3647,3.75,1.88,87.99,82.58
INT3648,4.06,4.37,55.95,70.98
INT3649,4.14,1.08,73.66,67.76
INT3650,7.0,1.73,64.31,53.99
INT3651,5.57,2.6,94.7,62.6
INT3652,3.71,3.57,59.06,51.98
INT3653,6.26,1.0,72.94,36.43
INT3654,2.32,3.04,79.4,83.14
INT3655,1.0,4.96,6.4,87.32
INT3656,2.55,5.0,91.51,100.0
INT3657,2.75,1.0,61.57,60.86
INT3658,3.59,3.38,6.56,62.78
INT3659,4.41,2.61,53.27,55.2
INT3660,6.44,1.08,76.4,42.86
INT3661,4.3,2.09,70.11,75.07
INT3662,3.73,1.8,51.47,51.42
INT3663,1.0,1.44,62.62,91.7
INT3664,1.36,3.55,4.95,100.0
INT3665,4.79,1.0,81.01,65.93
INT3666,,5.0,92.83,88.4
INT3667,6.23,4.38,75.84,54.65
INT3668,2.02,1.0,7.07,63.31
INT3669,1.43,,8.49,91.81
INT3670,4.17,3.45,82.67,90.18
INT3671,2.46,1.46,74.66,58.16
INT3672,1.22,1.9,8.75,66.84
INT3673,5.71,1.8,84.73,51.25
INT3674,2.14,1.15,99.4,73.97
INT3675,4.28,2.89,75.52,83.24
INT3676,2.77,4.03,,78.91
INT3677,2.33,1.49,64.34,73.01
INT3678,3.31,4.35,73.84,86.4
INT3679,5.72,4.41,93.64,57.39
INT3680,3.51,2.06,19.96,52.54
INT3681,5.27,3.76,98.9,85.64
INT3682,1.6,3.4,,96.39
INT3683,6.13,2.37,79.89,70.96
INT3684,2.56,2.85,,76.1
INT3685,5.43,2.16,61.15,72.15
INT3686,4.7,2.52,63.82,52.82
INT3687,6.72,4.09,52.51,46.86
INT3688,3.66,5.0,73.76,86.91
INT3689,1.19,1.96,52.87,68.79
INT3690,1.25,3.98,1.71,99.24
INT3691,6.05,4.56,20.24,58.44
INT3692,4.27,1.0,59.97,48.74
INT3693,5.32,3.85,77.24,74.07
INT3694,2.19,1.47,,69.46
INT3695,2.86,4.33,84.76,78.49
INT3696,1.28,2.14,1.36,65.57
INT3697,7.0,5.0,88.85,77.09
INT3698,5.46,3.77,86.87,56.06
INT3699,6.33,1.0,94.59,52.19
INT3700,2.39,1.0,60.23,51.25
INT3701,4.21,5.0,92.94,90.13
INT3702,4.97,1.85,65.05,62.98
INT3703,3.24,2.97,97.05,89.24
INT3704,6.51,3.8,38.08,57.38
INT3705,6.42,2.7,70.8,55.37
INT3706,6.08,1.24,98.19,47.48
INT3707,5.15,2.24,4.26,54.02
INT3708,2.51,1.0,98.72,75.16
INT3709,2.99,3.91,54.29,90.26
INT3710,6.93,2.19,60.93,65.62
INT3711,1.35,4.25,6.3,81.61
INT3712,,1.8,99.68,56.87
INT3713,5.0,3.14,74.43,69.38
INT3714,4.47,1.0,54.13,47.48
INT3715,6.45,1.8,84.72,43.28
INT3716,3.15,1.0,64.1,69.56
INT3717,3.39,4.03,89.17,81.67
INT3718,1.74,4.95,61.21,84.78
INT3719,3.23,3.06,65.15,55.13
INT3720,2.83,2.94,54.88,51.84
INT3721,2.61,,44.92,69.54
INT3722,5.62,,59.04,64.5
INT3723,6.55,,62.87,40.47
INT3724,2.09,1.0,94.41,73.98
INT3725,3.56,2.79,66.34,82.24
INT3726,6.75,3.82,78.33,78.5
INT3727,1.02,5.0,49.42,93.71
INT3728,1.28,5.0,53.7,83.91
INT3729,1.77,1.0,68.14,64.84
INT3730,4.19,1.8,70.4,47.22
INT3731,1.69,3.16,94.79,73.37
INT3732,7.0,3.07,66.22,39.28
INT3733,3.42,3.83,68.96,86.4
INT3734,4.35,3.16,89.14,87.25
INT3735,2.45,3.7,58.89,88.54
INT3736,3.65,1.54,89.91,61.26
INT3737,4.88,4.44,97.69,84.32
INT3738,5.72,5.0,9.62,72.67
INT3739,5.54,1.0,70.38,40.23
INT3740,3.98,3.48,0.0,88.66
INT3741,6.85,3.69,46.21,42.4
INT3742,5.47,2.12,63.89,42.86
INT3743,5.98,1.63,65.15,59.79
INT3744,1.0,2.62,61.19,84.65
INT3745,1.31,2.18,3.01,65.26
INT3746,2.3,1.28,59.22,62.84
INT3747,,3.97,53.16,78.09
INT3748,3.04,4.51,94.42,81.58
INT3749,3.15,4.72,96.55,84.16
INT3750,6.59,2.65,79.34,42.77
INT3751,6.76,1.0,58.19,47.17
INT3752,6.49,1.11,59.18,39.13
INT3753,2.73,1.0,95.08,66.96
INT3754,4.71,3.54,75.32,56.24
INT3755,2.81,1.0,53.36,53.83
INT3756,1.92,4.1,57.07,73.65
INT3757,1.67,3.11,41.69,72.09
INT3758,3.22,3.28,52.18,76.9
INT3759,3.57,1.8,65.46,52.8
INT3760,5.5,2.66,,52.83
INT3761,1.33,1.0,61.8,53.56
INT3762,5.61,2.73,63.28,53.57
INT3763,3.75,2.02,99.72,55.4
INT3764,3.1,5.0,61.78,90.99
INT3765,3.77,3.16,61.96,70.82
INT3766,2.39,1.96,84.34,74.64
INT3767,4.84,1.0,71.76,51.95
INT3768,3.62,3.17,69.35,68.95
INT3769,1.8,5.0,0.0,95.13
INT3770,1.61,1.8,67.01,62.1
INT3771,3.8,4.87,,65.32
INT3772,6.57,3.26,66.48,65.54
INT3773,2.93,3.07,44.48,81.71
INT3774,5.61,4.01,68.36,68.27
INT3775,5.08,5.0,83.64,77.25
INT3776,6.74,,61.85,63.67
INT3777,6.22,1.62,,58.26
INT3778,4.53,1.28,67.37,67.74
INT3779,4.86,3.16,40.04,70.4
INT3780,6.28,5.0,77.89,65.47
INT3781,3.02,4.0,55.87,97.91
INT3782,3.24,1.0,61.94,45.03
INT3783,1.32,2.22,0.19,81.34
INT3784,5.71,1.12,86.09,54.56
INT3785,6.17,1.0,61.7,40.42
INT3786,1.72,1.0,98.75,78.16
INT3787,4.44,4.64,83.24,80.87
INT3788,3.3,,72.62,47.17
INT3789,1.59,4.77,,86.74
INT3790,7.0,1.77,76.66,60.08
INT3791,1.88,3.6,58.24,57.46
INT3792,1.36,2.81,71.47,69.47
INT3793,5.06,2.52,70.44,64.2
INT3794,5.65,4.85,86.0,74.37
INT3795,1.24,5.0,8.89,87.23
INT3796,4.98,4.21,91.09,83.96
INT3797,3.73,5.0,66.31,82.42
INT3798,2.08,4.13,72.2,81.45
INT3799,2.47,2.63,,94.65
INT3800,4.59,5.0,55.19,78.24
INT3801,2.38,4.0,65.4,83.34
INT3802,6.34,2.65,1.15,35.5
INT3803,5.59,3.86,65.29,70.63
INT3804,6.92,1.89,79.74,54.49
INT3805,2.27,3.19,32.32,81.89
INT3806,7.0,2.31,86.28,43.45
INT3807,3.64,2.38,78.99,66.95
INT3808,2.61,1.09,57.29,56.87
INT3809,1.54,3.77,37.83,71.58
INT3810,1.01,,61.07,60.78
INT3811,5.47,4.02,69.52,75.52
INT3812,3.61,1.84,75.8,51.69
INT3813,2.2,2.05,75.34,68.71
INT3814,4.19,1.0,87.73,58.69
INT3815,3.01,4.16,59.46,77.13
INT3816,4.58,1.0,97.32,62.36
INT3817,3.08,1.04,67.14,55.43
INT3818,5.54,4.55,39.37,54.96
INT3819,6.12,5.0,60.82,65.33
INT3820,3.64,1.0,90.28,58.09
INT3821,3.59,3.3,68.92,58.65
INT3822,,2.79,87.34,66.65
INT3823,6.07,3.89,65.66,84.74
INT3824,3.44,4.19,88.34,74.34
INT3825,1.86,4.2,51.71,69.36
INT3826,1.29,1.0,91.37,71.48
INT3827,3.55,2.76,88.72,73.52
INT3828,3.46,1.0,83.46,52.67
INT3829,6.52,1.8,49.08,45.18
INT3830,1.89,2.67,98.97,77.99
INT3831,3.65,1.59,71.56,62.83
INT3832,6.12,3.15,0.0,37.84
INT3833,5.82,2.75,34.53,64.72
INT3834,2.83,2.97,5.72,81.51
INT3835,3.26,4.18,28.09,60.55
INT3836,2.52,5.0,79.34,75.05
INT3837,6.59,5.0,65.48,65.51
INT3838,1.67,5.0,46.81,90.98
INT3839,6.69,2.65,60.0,58.6
INT3840,5.37,3.75,,73.94
INT3841,,2.31,95.01,55.26
INT3842,,1.05,2.27,71.04
INT3843,4.15,2.92,92.01,66.64
INT3844,3.28,3.24,91.43,65.13
INT3845,1.76,1.71,66.1,68.46
INT3846,5.2,1.8,64.94,43.84
INT3847,7.0,5.0,65.25,55.01
INT3848,4.78,,90.57,64.58
INT3849,4.93,3.92,91.58,68.71
INT3850,1.41,3.19,44.48,68.47
INT3851,3.1,2.36,79.63,58.72
INT3852,2.16,4.93,2.45,81.73
INT3853,4.4,2.94,73.44,82.38
INT3854,6.33,1.8,40.28,49.71
INT3855,5.36,1.0,57.94,45.98
INT3856,1.93,5.0,97.38,97.89
INT3857,3.33,,62.23,61.64
INT3858,3.92,5.0,98.61,86.8
INT3859,3.41,,58.98,64.77
INT3860,6.32,2.43,60.68,51.22
INT3861,5.96,3.04,11.13,41.54
INT3862,4.3,1.99,86.24,60.15
INT3863,2.91,3.02,46.8,63.65
INT3864,,,58.9,88.26
INT3865,1.67,4.7,60.32,90.79
INT3866,3.34,2.68,64.96,75.99
INT3867,3.35,,0.0,71.76
INT3868,5.08,,,54.31
INT3869,5.43,3.27,54.55,62.52
INT3870,1.25,2.64,63.16,72.17
INT3871,3.54,3.13,68.57,77.17
INT3872,1.76,1.24,92.59,72.35
INT3873,1.56,3.37,89.63,88.65
INT3874,6.24,4.33,72.14,72.63
INT3875,1.59,1.0,9.29,78.46
INT3876,3.69,1.0,78.43,55.57
INT3877,1.67,1.06,3.82,79.55
INT3878,6.02,1.38,62.59,48.72
INT3879,4.75,1.69,84.17,74.62
INT3880,2.18,4.6,43.33,96.27
INT3881,4.33,1.94,80.9,69.48
INT3882,5.18,2.66,84.15,57.09
INT3883,7.0,1.62,69.23,55.32
INT3884,2.73,1.0,93.45,61.15
INT3885,5.86,1.81,58.12,41.63
INT3886,,3.68,94.19,78.46
INT3887,6.17,3.48,67.11,56.03
INT3888,4.53,1.85,16.45,36.66
INT3889,4.74,1.62,49.4,51.6
INT3890,3.5,2.73,68.8,79.04
INT3891,5.34,4.86,90.77,72.23
INT3892,4.27,5.0,71.54,79.6
INT3893,4.73,2.97,8.87,59.26
INT3894,3.09,5.0,65.41,87.27
INT3895,5.46,3.01,60.47,59.96
INT3896,5.97,4.59,37.71,61.97
INT3897,2.07,3.19,80.34,86.83
INT3898,6.15,1.8,82.85,47.18
INT3899,4.64,2.85,78.91,88.02
INT3900,6.03,1.8,99.4,45.04
INT3901,3.1,1.82,84.55,58.05
INT3902,3.4,4.0,5.58,92.08
INT3903,6.67,3.27,55.9,58.47
INT3904,2.53,5.0,6.23,84.61
INT3905,6.26,2.86,65.55,58.23
INT3906,3.72,3.31,56.83,58.1
INT3907,3.73,4.0,76.29,82.43
INT3908,3.01,1.0,48.43,56.81
INT3909,4.19,5.0,78.75,82.74
INT3910,2.91,1.0,87.26,67.38
INT3911,1.23,5.0,7.17,100.0
INT3912,2.61,1.8,93.91,64.29
INT3913,,2.32,7.63,75.17
INT3914,,,66.93,70.31
INT3915,7.0,2.69,62.79,45.39
INT3916,3.59,3.79,38.07,77.68
INT3917,5.3,5.0,54.64,77.25
INT3918,2.76,3.75,77.66,80.55
INT3919,4.61,5.0,61.36,78.56
INT3920,6.0,1.79,57.38,57.75
INT3921,6.5,3.29,53.06,47.44
INT3922,3.13,1.0,51.05,40.91
INT3923,5.58,1.0,,48.89
INT3924,2.69,2.37,94.51,67.82
INT3925,7.0,3.03,76.02,55.32
INT3926,1.3,1.0,2.01,68.73
INT3927,4.98,1.96,62.68,46.54
INT3928,4.68,1.0,62.17,42.59
INT3929,5.27,4.13,54.99,73.76
INT3930,1.32,4.17,90.86,86.84
INT3931,6.68,1.43,54.33,42.73
INT3932,2.17,4.0,31.52,87.37
INT3933,4.46,2.88,5.57,44.64
INT3934,2.23,4.72,89.07,94.77
INT3935,3.17,5.0,51.96,69.67
INT3936,3.93,1.8,65.42,48.5
INT3937,3.43,3.52,48.15,77.16
INT3938,2.39,3.05,70.48,91.02
INT3939,2.03,3.52,64.11,69.96
INT3940,,5.0,43.05,85.25
INT3941,5.87,1.0,89.89,49.5
INT3942,6.09,2.92,98.7,57.41
INT3943,,1.17,67.4,61.64
INT3944,3.62,1.8,51.96,50.3
INT3945,1.85,2.75,51.83,61.54
INT3946,1.0,5.0,2.34,100.0
INT3947,4.79,1.0,77.62,44.14
INT3948,4.51,2.51,89.18,63.7
INT3949,2.31,4.73,84.87,78.73
INT3950,2.32,5.0,75.08,95.87
INT3951,1.57,5.0,5.21,100.0
INT3952,6.51,4.81,89.42,70.74
INT3953,7.0,5.0,73.76,73.8
INT3954,1.98,4.95,40.95,91.94
